action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15049652,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CCOC(=O)C1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(Cl)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '10.02', 'le': '0.20', 'lle': '-1.05', 'sei': '5.50'}",CHEMBL3314290,,CHEMBL3314290,5.51,0,http://www.openphacts.org/units/Nanomolar,2257005,=,1,1,=,,IC50,nM,,3100.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,3.1
,,15049653,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CCOC(=O)C1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)nc3s2)c2c(O)ccc(Cl)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.13', 'le': '0.23', 'lle': '-0.11', 'sei': '5.33'}",CHEMBL3314291,,CHEMBL3314291,6.21,0,http://www.openphacts.org/units/Nanomolar,2257006,=,1,1,=,,IC50,nM,,610.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.61
,,15049654,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccccc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '12.64', 'le': '0.24', 'lle': '-1.29', 'sei': '9.14'}",CHEMBL3314295,,CHEMBL3314295,6.75,0,http://www.openphacts.org/units/Nanomolar,2257010,=,1,1,=,,IC50,nM,,180.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.18
,,15049655,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccccc3F)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '12.87', 'le': '0.24', 'lle': '-1.07', 'sei': '9.61'}",CHEMBL3314296,,CHEMBL3314296,7.10,0,http://www.openphacts.org/units/Nanomolar,2257011,=,1,1,=,,IC50,nM,,80.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.08
,,15049656,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3cccc(F)c3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '12.00', 'le': '0.23', 'lle': '-1.55', 'sei': '8.97'}",CHEMBL3314297,,CHEMBL3314297,6.62,0,http://www.openphacts.org/units/Nanomolar,2257012,=,1,1,=,,IC50,nM,,240.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.24
,,15049657,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(F)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '12.32', 'le': '0.23', 'lle': '-1.37', 'sei': '9.20'}",CHEMBL3314298,,CHEMBL3314298,6.80,0,http://www.openphacts.org/units/Nanomolar,2257013,=,1,1,=,,IC50,nM,,160.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.16
,,15049658,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(Cl)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.76', 'le': '0.23', 'lle': '-2.00', 'sei': '9.04'}",CHEMBL3314299,,CHEMBL3314299,6.68,0,http://www.openphacts.org/units/Nanomolar,2257014,=,1,1,=,,IC50,nM,,210.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.21
,,15049659,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(C(F)(F)F)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.04', 'le': '0.21', 'lle': '-2.41', 'sei': '8.99'}",CHEMBL3314300,,CHEMBL3314300,6.64,0,http://www.openphacts.org/units/Nanomolar,2257015,=,1,1,=,,IC50,nM,,230.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.23
,,15049660,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(F)cc3F)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.93', 'le': '0.23', 'lle': '-1.51', 'sei': '9.20'}",CHEMBL3314301,,CHEMBL3314301,6.80,0,http://www.openphacts.org/units/Nanomolar,2257016,=,1,1,=,,IC50,nM,,160.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.16
,,15049661,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(F)c(F)c3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.23', 'le': '0.21', 'lle': '-1.91', 'sei': '8.67'}",CHEMBL3314302,,CHEMBL3314302,6.40,0,http://www.openphacts.org/units/Nanomolar,2257017,=,1,1,=,,IC50,nM,,400.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.4
,,15049662,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3cc(F)cc(F)c3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.84', 'le': '0.22', 'lle': '-1.57', 'sei': '9.14'}",CHEMBL3314303,,CHEMBL3314303,6.75,0,http://www.openphacts.org/units/Nanomolar,2257018,=,1,1,=,,IC50,nM,,180.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.18
,,15049663,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)nc3s2)c2c(O)ccc(-c3ccc(F)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.85', 'le': '0.23', 'lle': '-1.29', 'sei': '7.34'}",CHEMBL3314304,,CHEMBL3314304,6.64,0,http://www.openphacts.org/units/Nanomolar,2257019,=,1,1,=,,IC50,nM,,230.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.23
,,15049664,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2csc(Cl)n2)c2c(O)ccc(-c3ccc(F)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '13.84', 'le': '0.27', 'lle': '-0.33', 'sei': '9.09'}",CHEMBL3314305,,CHEMBL3314305,7.05,0,http://www.openphacts.org/units/Nanomolar,2257020,=,1,1,=,,IC50,nM,,90.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.09
,,15049665,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,Cc1nc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(-c4ccc(F)cc4)ccc(O)c32)cs1,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '13.03', 'le': '0.25', 'lle': '-0.67', 'sei': '8.22'}",CHEMBL3314306,,CHEMBL3314306,6.37,0,http://www.openphacts.org/units/Nanomolar,2257021,=,1,1,=,,IC50,nM,,430.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.43
,,15049666,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(-c4ccc(F)cc4)ccc(O)c32)cc1,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '12.32', 'le': '0.23', 'lle': '-1.76', 'sei': '10.76'}",CHEMBL3314307,,CHEMBL3314307,7.30,0,http://www.openphacts.org/units/Nanomolar,2257022,=,1,1,=,,IC50,nM,,50.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.05
,,15049667,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(-c4ccc(F)cc4)ccc(O)c32)cc1,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.61', 'le': '0.21', 'lle': '-2.40', 'sei': '10.39'}",CHEMBL3314308,,CHEMBL3314308,7.05,0,http://www.openphacts.org/units/Nanomolar,2257023,=,1,1,=,,IC50,nM,,90.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.09
,,15049668,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(F)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.80', 'le': '0.22', 'lle': '-1.59', 'sei': '9.10'}",CHEMBL3314309,,CHEMBL3314309,6.72,0,http://www.openphacts.org/units/Nanomolar,2257024,=,1,1,=,,IC50,nM,,190.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.19
,,15049669,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)c(F)cc(-c3ccc(F)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.25', 'le': '0.21', 'lle': '-1.90', 'sei': '8.68'}",CHEMBL3314310,,CHEMBL3314310,6.41,0,http://www.openphacts.org/units/Nanomolar,2257025,=,1,1,=,,IC50,nM,,390.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.39
,,15049670,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(Cl)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.30', 'le': '0.22', 'lle': '-2.20', 'sei': '8.97'}",CHEMBL3314311,,CHEMBL3314311,6.62,0,http://www.openphacts.org/units/Nanomolar,2257026,=,1,1,=,,IC50,nM,,240.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.24
,,15049671,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)c(F)cc(-c3ccc(Cl)cc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.13', 'le': '0.22', 'lle': '-2.30', 'sei': '8.83'}",CHEMBL3314312,,CHEMBL3314312,6.52,0,http://www.openphacts.org/units/Nanomolar,2257027,=,1,1,=,,IC50,nM,,300.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.3
,,15049672,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(Cl)s3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.63', 'le': '0.24', 'lle': '-2.00', 'sei': '9.33'}",CHEMBL3314313,,CHEMBL3314313,6.89,0,http://www.openphacts.org/units/Nanomolar,2257028,=,1,1,=,,IC50,nM,,130.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.13
,,15049673,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(C(F)(F)F)cn3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.21', 'le': '0.22', 'lle': '-1.62', 'sei': '8.02'}",CHEMBL3314314,,CHEMBL3314314,6.96,0,http://www.openphacts.org/units/Nanomolar,2257029,=,1,1,=,,IC50,nM,,110.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.11
,,15049674,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(C(F)(F)F)nc3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.00', 'le': '0.21', 'lle': '-1.76', 'sei': '7.87'}",CHEMBL3314315,,CHEMBL3314315,6.82,0,http://www.openphacts.org/units/Nanomolar,2257030,=,1,1,=,,IC50,nM,,150.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.15
,,15049675,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3cc(F)nc(F)c3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.55', 'le': '0.22', 'lle': '-1.04', 'sei': '7.84'}",CHEMBL3314316,,CHEMBL3314316,6.80,0,http://www.openphacts.org/units/Nanomolar,2257031,=,1,1,=,,IC50,nM,,160.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.16
,,15049676,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ncc(F)cn3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '10.54', 'le': '0.20', 'lle': '-1.08', 'sei': '6.05'}",CHEMBL3314317,,CHEMBL3314317,6.02,0,http://www.openphacts.org/units/Nanomolar,2257032,=,1,1,=,,IC50,nM,,950.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.95
,,15049677,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3cnc(Cl)cn3)c21,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.20', 'le': '0.22', 'lle': '-1.02', 'sei': '6.61'}",CHEMBL3314318,,CHEMBL3314318,6.58,0,http://www.openphacts.org/units/Nanomolar,2257033,=,1,1,=,,IC50,nM,,260.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.26
,,15049678,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(Cl)c12,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '11.26', 'le': '0.23', 'lle': '-0.99', 'sei': '7.36'}",CHEMBL3263056,,CHEMBL3263056,6.89,0,http://www.openphacts.org/units/Nanomolar,2257034,=,1,1,=,,IC50,nM,,130.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.13
,,15049679,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cc(F)c(-c3ccc(Cl)cc3)c12,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '9.61', 'le': '0.19', 'lle': '-3.23', 'sei': '8.69'}",CHEMBL3314319,,CHEMBL3314319,6.70,0,http://www.openphacts.org/units/Nanomolar,2257035,=,1,1,=,,IC50,nM,,200.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.2
,,15049680,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cc(F)c(-c3ccc(F)cc3)c12,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '10.07', 'le': '0.19', 'lle': '-2.56', 'sei': '8.89'}",CHEMBL3314320,,CHEMBL3314320,6.85,0,http://www.openphacts.org/units/Nanomolar,2257036,=,1,1,=,,IC50,nM,,140.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.14
,,15049681,[],CHEMBL3365973,Antagonist activity at P2Y1 receptor in platelet-enriched human plasma assessed as 10 uM ADP-induced platelet aggregation preincubated for 1 min followed by ADP induction measured at 5 mins by aggregometric analysis,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)cc(F)c(-c3ccc(F)cc3)c12,,,CHEMBL3352472,J Med Chem,2014,"{'bei': '9.79', 'le': '0.19', 'lle': '-2.43', 'sei': '7.20'}",CHEMBL3314321,,CHEMBL3314321,6.75,0,http://www.openphacts.org/units/Nanomolar,2257037,=,1,1,=,,IC50,nM,,180.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.18
,,16419537,[],CHEMBL3748124,Antagonist activity at human platelet P2Y1 receptor assessed as inhibition of ADP-induced increase in cytosolic calcium level by FLUO-4 staining based flow cytometric analysis,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([S-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],,,CHEMBL3745686,Eur J Med Chem,2016,,CHEMBL3747288,,CHEMBL3747864,4.99,0,http://www.openphacts.org/units/Nanomolar,2741404,=,1,1,=,,IC50,nM,,10200.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,10.2
,,16419538,[],CHEMBL3748124,Antagonist activity at human platelet P2Y1 receptor assessed as inhibition of ADP-induced increase in cytosolic calcium level by FLUO-4 staining based flow cytometric analysis,F,,,BAO_0000190,BAO_0000019,assay format,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],,,CHEMBL3745686,Eur J Med Chem,2016,,CHEMBL3745979,,CHEMBL3747865,5.31,0,http://www.openphacts.org/units/Nanomolar,2741405,=,1,1,=,,IC50,nM,,4900.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,4.9
,,16419539,[],CHEMBL3748124,Antagonist activity at human platelet P2Y1 receptor assessed as inhibition of ADP-induced increase in cytosolic calcium level by FLUO-4 staining based flow cytometric analysis,F,,,BAO_0000190,BAO_0000019,assay format,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([S-])OP(=O)([O-])OP(=O)([O-])OP(=O)([S-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],,,CHEMBL3745686,Eur J Med Chem,2016,,CHEMBL3746558,,CHEMBL3747866,6.80,0,http://www.openphacts.org/units/Nanomolar,2741406,=,1,1,=,,IC50,nM,,160.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,0.16
,,16419540,[],CHEMBL3748124,Antagonist activity at human platelet P2Y1 receptor assessed as inhibition of ADP-induced increase in cytosolic calcium level by FLUO-4 staining based flow cytometric analysis,F,,,BAO_0000190,BAO_0000019,assay format,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],,,CHEMBL3745686,Eur J Med Chem,2016,,CHEMBL3746620,,CHEMBL3747867,4.54,0,http://www.openphacts.org/units/Nanomolar,2741407,=,1,1,=,,IC50,nM,,29000.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,uM,UO_0000065,,29.0
